operationc	operationb	operationa	correctresponse	valuey	operationd	condition	valuex	Rule	Operatora	Length	Intermediate	CorrectResponse	Result	Y	X	Operatorc	Operatorb	Operatord	Structure	practice_trials.thisRepN	practice_trials.thisTrialN	practice_trials.thisN	practice_trials.thisIndex	block.thisRepN	block.thisTrialN	block.thisN	block.thisIndex	practice_encoding.keys	practice_encoding.rt	practice_execution.keys	practice_execution.corr	practice_execution.rt	encoding.keys	encoding.rt	execution.keys	execution.corr	execution.rt	date	frameRate	expName	session	participant	X.1	LogEncoding	EncodingSpeed	LogExecution	ExecutionSpeed	Chunks	Offset
3406				NA	NA		NA	NA	('TIMES', 'DECREASE', 'x', 'y')	decrease	Length = 2	(2, 4)	4	4	2	3	0	TIMES	0	BUxy	NA	NA	NA	NA	0	13	13	0				NA	NA	space	1.0076893707	4	1	1.79871360875	2015_Jul_08_1553	None	KRITL	1	31011	NA	0.00765995816880275	0.992369304546044	0.587071747604081	0.555952873840178	Chunks = 2	2nd
3407				NA	NA		NA	NA	('TIMES', 'DECREASE', 'x', 'y')	decrease	Length = 2	(2, 4)	4	4	2	3	0	TIMES	0	BUxy	NA	NA	NA	NA	0	13	13	0			NA	NA	NA	space	1.55568496427	4	1	1.83962188545	2015_Jul_21_1534	None	KRITL	1	31027	NA	0.441915940135262	0.642803667173866	0.609560053465441	0.543589966997693	Chunks = 2	2nd
3408				NA	NA		NA	NA	('TIMES', 'DECREASE', 'x', 'y')	decrease	Length = 2	(2, 4)	4	4	2	3	0	TIMES	0	BUxy	NA	NA	NA	NA	0	13	13	0			NA	NA	NA	space	1.94801047514	4	1	1.73664653098	2015_Jul_14_1533	283.057880698	KRITL	1	31021	NA	0.666808582587816	0.51334426213911	0.551955972584652	0.575822415305027	Chunks = 2	2nd
3409				NA	NA		NA	NA	('TIMES', 'DECREASE', 'x', 'y')	decrease	Length = 2	(2, 4)	4	4	2	3	0	TIMES	0	BUxy	NA	NA	NA	NA	0	14	14	0				NA	NA	space	0.788523533876	4	1	1.81602319767	2015_Jul_16_1335	360.287380426	KRITL	1	31025	NA	-0.237593026637628	1.26819296703103	0.596649054144871	0.550653758874349	Chunks = 2	2nd
3410				NA	NA		NA	NA	('TIMES', 'DECREASE', 'x', 'y')	decrease	Length = 2	(2, 4)	4	4	2	3	0	TIMES	0	BUxy	NA	NA	NA	NA	0	14	14	0				NA	NA	space	2.48599153581	4	1	1.39920124615	2015_Jul_07_1543	None	KRITL	1	31007	NA	0.910671588340165	0.402253984213254	0.335901535337925	0.714693474403035	Chunks = 2	2nd
3411				NA	NA		NA	NA	('TIMES', 'DECREASE', 'x', 'y')	decrease	Length = 2	(2, 4)	4	4	2	3	0	TIMES	0	BUxy	NA	NA	NA	NA	0	14	14	0			NA	NA	NA	space	2.31764995323	4	1	2.52596151592	2015_Jul_15_1558	None	KRITL	1	31023	NA	0.840553721102476	0.431471542372629	0.926621788626178	0.395888850125962	Chunks = 2	2nd
3413				NA	NA		NA	NA	('TIMES', 'DECREASE', 'x', 'y')	decrease	Length = 2	(2, 4)	4	4	2	3	0	TIMES	0	BUxy	NA	NA	NA	NA	0	15	15	0			NA	NA	NA	space	1.31664552502	4	1	3.78315521771	2015_Jul_08_1336	60.0051538288	KRITL	1	31008	NA	0.275087233169171	0.759505866231391	1.33055837513167	0.264329624996279	Chunks = 2	2nd
3414				NA	NA		NA	NA	('TIMES', 'DECREASE', 'x', 'y')	decrease	Length = 2	(2, 4)	4	4	2	3	0	TIMES	0	BUxy	NA	NA	NA	NA	0	15	15	0			NA	NA	NA	space	1.33117044236	4	1	1.40738303958	2015_Jul_10_1353	None	KRITL	1	31018	NA	0.28605858708229	0.751218602951493	0.341731979589536	0.710538618042766	Chunks = 2	2nd
3415				NA	NA		NA	NA	('TIMES', 'DECREASE', 'x', 'y')	decrease	Length = 2	(2, 4)	4	4	2	3	0	TIMES	0	BUxy	NA	NA	NA	NA	0	15	15	0			NA	NA	NA	space	2.72354039855	4	1	2.17145235895	2015_Jul_17_1555	None	KRITL	1	31020	NA	1.00193265105267	0.367169145180441	0.775396233516519	0.460521270880448	Chunks = 2	2nd
3417				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	0	0	1			NA	NA	NA	space	2.41716661866	8	1	2.26239631895	2015_Jul_17_1555	None	KRITL	1	31020	NA	0.882596035489339	0.413707517007813	0.816424569663453	0.44200920573638	Chunks = 2	2nd
3418				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	1	1	1				NA	NA	space	0.758497974079	8	1	2.70809133537	2015_Jul_09_1535	360.822427182	KRITL	1	31017	NA	-0.276415151154269	1.31839508367078	0.996244082461312	0.36926376409065	Chunks = 2	2nd
3421				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	1	1	1			NA	NA	NA	space	3.3181243462	8	1	1.62290679524	2015_Jul_08_1336	357.524927026	KRITL	1	31010	NA	1.19939966731679	0.301375082927566	0.484218859428105	0.61617833071684	Chunks = 2	2nd
3422				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	2	2	1				NA	NA	space	1.67915732993	8	1	1.80297930911	2015_Jul_16_1551	None	KRITL	1	31026	NA	0.518292078249779	0.595536810146127	0.589440468342798	0.554637535188148	Chunks = 2	2nd
3423				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	2	2	1			NA	NA	NA	space	0.822192654196	8	1	4.71098020922	2015_Jul_15_1558	None	KRITL	1	31023	NA	-0.195780538885685	1.21625995427784	1.54989599873689	0.212270049032019	Chunks = 2	2nd
3424				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	2	2	1			NA	NA	NA	space	1.08412527153	8	1	2.33302979834	2015_Jul_10_1353	None	KRITL	1	31018	NA	0.0807734604824999	0.922402628423857	0.847167765499516	0.428627187150169	Chunks = 2	2nd
3425				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	4	4	1				NA	NA	space	1.34652177762	8	1	1.74983263054	2015_Jul_09_1534	None	KRITL	1	31015	NA	0.297524806640398	0.742654160237584	0.559520143670227	0.571483227908145	Chunks = 2	2nd
3426				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	7	7	1			NA	NA	NA	space	0.995869452658	8	1	1.95655927564	2015_Jul_07_1404	360.230878236	KRITL	1	31002	NA	-0.00413910161668947	1.00414767952865	0.671187458984245	0.511101305465379	Chunks = 2	2nd
3427				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	8	8	1				NA	NA	space	0.692521428718	8	1	1.73494771184	2015_Jul_16_1335	360.287380426	KRITL	1	31025	NA	-0.367416097402287	1.44399863820995	0.550977275676674	0.576386246787489	Chunks = 2	2nd
3428				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	8	8	1				NA	NA	space	2.53341982067	8	1	2.74642924761	2015_Jul_08_1553	None	KRITL	1	31011	NA	0.929570097779586	0.394723366352891	1.01030161254027	0.364109143124739	Chunks = 2	2nd
3429				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	8	8	1			NA	NA	NA	space	0.40007760869	8	1	3.04988993458	2015_Jul_07_1404	60.0082342211	KRITL	1	31004	NA	-0.916096728968936	2.49951503978032	1.11510550294522	0.32788068469681	Chunks = 2	2nd
3430				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	8	8	1			NA	NA	NA	space	0.992917439056	8	1	2.67747155584	2015_Jul_22_1134	281.773905697	KRITL	1	31028	NA	-0.00710776133814291	1.00713308142793	0.98487289988091	0.373486694123356	Chunks = 2	2nd
3431				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	10	10	1			NA	NA	NA	space	1.06401719575	8	1	1.9540083102	2015_Jul_07_1404	None	KRITL	1	31003	NA	0.0620515522080312	0.939834435001893	0.669882806528641	0.511768550205217	Chunks = 2	2nd
3432				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	11	11	1				NA	NA	space	1.24430460681	8	1	2.09492444462	2015_Jul_09_1334	None	KRITL	1	31014	NA	0.218576825123223	0.803661735661078	0.739517488103232	0.47734418421061	Chunks = 2	2nd
3433				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	12	12	1			NA	NA	NA	space	1.43054117303	8	1	1.9727196467	2015_Jul_13_1550	287.784491609	KRITL	1	31019	NA	0.358052815358769	0.699036154186265	0.679413122012461	0.506914401989567	Chunks = 2	2nd
3434				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	12	12	1			NA	NA	NA	space	2.19915561771	8	1	2.16576323419	2015_Jul_14_1534	340.004537469	KRITL	1	31022	NA	0.788073476558491	0.45471998068118	0.77277283244242	0.461730988971194	Chunks = 2	2nd
3435				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	13	13	1				NA	NA	space	1.20530062384	8	1	3.01357800662	2015_Jul_08_1551	357.897102275	KRITL	1	31012	NA	0.186729016192712	0.829668532663721	1.10312807932685	0.331831463397754	Chunks = 2	2nd
3436				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	13	13	1			NA	NA	NA	space	2.30451512385	8	1	2.67856764147	2015_Jul_08_1558	None	KRITL	1	31013	NA	0.834870295903691	0.433930760380243	0.985282189508907	0.373333861171861	Chunks = 2	2nd
3437				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	14	14	1				NA	NA	space	2.28904152687	8	1	1.50916813622	2015_Jul_07_1543	None	KRITL	1	31007	NA	0.828133182732472	0.436864070949112	0.411558595858366	0.662616693263013	Chunks = 2	2nd
3438				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	14	14	1			NA	NA	NA	space	0.622784162479	8	1	2.65920241222	2015_Jul_08_1337	None	KRITL	1	31009	NA	-0.473555268891231	1.60569272670565	0.978026232801023	0.376052607129355	Chunks = 2	2nd
3439				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	14	14	1			NA	NA	NA	space	0.788095012249	8	1	3.79476986581	2015_Jul_14_1533	283.057880698	KRITL	1	31021	NA	-0.238136622472658	1.26888253885313	1.33362376758854	0.263520591593648	Chunks = 2	2nd
3440				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	14	14	1			NA	NA	NA	space	1.31228536303	8	1	2.14155532871	2015_Jul_09_1535	None	KRITL	1	31016	NA	0.27177016918115	0.76202937880146	0.761532354167271	0.466950345197182	Chunks = 2	2nd
3441				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	16	16	1			NA	NA	NA	space	1.48100800682	8	1	3.2500009624	2015_Jul_21_1534	None	KRITL	1	31027	NA	0.392722941631615	0.675215795860001	1.17865529246468	0.307692216577542	Chunks = 2	2nd
3442				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	17	17	1				NA	NA	space	1.40102175338	8	1	3.11703793709	2015_Jul_16_1335	None	KRITL	1	31024	NA	0.337201794272157	0.713764791722523	1.13688317173776	0.320817397857396	Chunks = 2	2nd
3443				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	17	17	1			NA	NA	NA	space	1.51665319008	8	1	1.68334147174	2015_Jul_08_1336	60.0051538288	KRITL	1	31008	NA	0.416506058593733	0.659346518070655	0.520780789304501	0.594056533857234	Chunks = 2	2nd
3444				NA	NA		NA	NA	('TIMES', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	2	2	0	TIMES	0	BUxy	NA	NA	NA	NA	0	17	17	1			NA	NA	NA	space	1.71673716352	8	1	4.84968208837	2015_Jul_07_1543	60.0017041557	KRITL	1	31006	NA	0.5404254912925	0.582500350810603	1.57891315401129	0.206199083110643	Chunks = 2	2nd
3445				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	0	0	11				NA	NA	space	6.29387205589	9	1	3.89496792771	2015_Jul_08_1553	None	KRITL	1	31011	NA	1.83957647048676	0.158884704220221	1.35968544506801	0.256741523565751	Chunks = 2	4th
3446				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	0	0	11			NA	NA	NA	space	2.4814615595	9	1	3.69464286402	2015_Jul_22_1134	281.773905697	KRITL	1	31028	NA	0.908847725093216	0.402988309922276	1.30688389587773	0.270662155126934	Chunks = 2	4th
3447				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	1	1	11			NA	NA	NA	space	4.94915695547	9	1	4.87883914314	2015_Jul_10_1353	None	KRITL	1	31018	NA	1.5992172500496	0.202054614350988	1.5849073110629	0.204966790390307	Chunks = 2	4th
3448				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	3	3	11			NA	NA	NA	space	7.1707359837	9	1	4.21825682491	2015_Jul_17_1555	None	KRITL	1	31020	NA	1.97000829700052	0.139455699146242	1.4394219680432	0.237064750086983	Chunks = 2	4th
3451				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	4	4	11			NA	NA	NA	space	1.43331657743	9	1	4.46642825149	2015_Jul_07_1404	60.0082342211	KRITL	1	31004	NA	0.35999104379796	0.697682574629147	1.49658904033209	0.223892547622678	Chunks = 2	4th
3452				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	4	4	11			NA	NA	NA	space	6.73999358166	9	1	2.97999538743	2015_Jul_13_1550	287.784491609	KRITL	1	31019	NA	1.9080589726478	0.148368093809625	1.09192175267383	0.335570989209623	Chunks = 2	4th
3453				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	5	5	11				NA	NA	space	9.48532760606	9	1	5.52657080232	2015_Jul_09_1334	None	KRITL	1	31014	NA	2.2497461421748	0.10542598437624	1.70956751510814	0.180944031257178	Chunks = 2	4th
3454				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	5	5	11			NA	NA	NA	space	1.82090191573	9	1	4.36043032759	2015_Jul_07_1404	None	KRITL	1	31003	NA	0.599331936433749	0.549178399649879	1.47257075147905	0.229335163016513	Chunks = 2	4th
3457				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	6	6	11			NA	NA	NA	space	4.75991257789	9	1	8.81947684297	2015_Jul_07_1404	360.230878236	KRITL	1	31002	NA	1.56022930208518	0.210087892085465	2.1769625534035	0.113385410246539	Chunks = 2	4th
3458				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	7	7	11			NA	NA	NA	space	8.12843904739	9	1	6.37392583084	2015_Jul_21_1534	None	KRITL	1	31027	NA	2.09536890603451	0.123024850671802	1.85221557972412	0.1568891804736	Chunks = 2	4th
3460				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	9	9	11			NA	NA	NA	space	15.3223016678	9	1	6.47857541067	2015_Jul_09_1535	None	KRITL	1	31016	NA	2.72930939244017	0.0652643461590051	1.86850064216253	0.154354921662721	Chunks = 2	4th
3461				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	10	10	11			NA	NA	NA	space	2.87371987733	9	1	4.61777163553	2015_Jul_08_1558	None	KRITL	1	31013	NA	1.05560731503249	0.347981029010075	1.52991225876327	0.216554667256781	Chunks = 2	4th
3463				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	11	11	11			NA	NA	NA	space	8.00766664999	9	1	5.28176154818	2015_Jul_15_1558	None	KRITL	1	31023	NA	2.08039941402236	0.124880323283843	1.66425966862645	0.189330773621271	Chunks = 2	4th
3465				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	14	14	11				NA	NA	space	6.02172215727	9	1	3.87652806645	2015_Jul_07_1543	None	KRITL	1	31007	NA	1.79537329104597	0.166065450029557	1.35493992480287	0.257962791151869	Chunks = 2	4th
3466				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	14	14	11				NA	NA	space	10.0067931174	9	1	2.94770688983	2015_Jul_09_1534	None	KRITL	1	31015	NA	2.30326417410627	0.0999321149411175	1.08102754259627	0.33924675599536	Chunks = 2	4th
3467				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	14	14	11			NA	NA	NA	space	2.56060230115	9	1	9.18927214945	2015_Jul_08_1337	None	KRITL	1	31009	NA	0.940242504705629	0.390533117755493	2.21803673295361	0.108822546958722	Chunks = 2	4th
3468				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	14	14	11			NA	NA	NA	space	4.11673663836	9	1	3.19060195258	2015_Jul_08_1336	357.524927026	KRITL	1	31010	NA	1.4150607714339	0.242910850959457	1.16020959886351	0.313420481420873	Chunks = 2	4th
3469				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	16	16	11			NA	NA	NA	space	3.23316177065	9	1	4.46642722489	2015_Jul_08_1336	60.0051538288	KRITL	1	31008	NA	1.17346053480975	0.30929476188844	1.49658881048397	0.223892599083964	Chunks = 2	4th
3471				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	17	17	11				NA	NA	space	7.75060935276	9	1	3.52854111552	2015_Jul_16_1335	360.287380426	KRITL	1	31025	NA	2.04777146643696	0.12902211355084	1.2608845037984	0.283403244361128	Chunks = 2	4th
3472				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')	half	Length = 4	(1, 2, 1, 9)	9	9	9	3	increase	TIMES	third	BUUUxy	NA	NA	NA	NA	0	17	17	11			NA	NA	NA	space	3.40443459724	9	1	3.52312576183	2015_Jul_14_1533	283.057880698	KRITL	1	31021	NA	1.22507887507637	0.293734531076234	1.25934859609068	0.283838860035634	Chunks = 2	4th
3474				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'x', 'y')	half	Length = 3	(6, 3, 9)	9	9	3	5	increase	TIMES	0	BUUxy	NA	NA	NA	NA	0	1	1	5			NA	NA	NA	space	2.13195256892	9	1	2.51958126316	2015_Jul_07_1404	None	KRITL	1	31003	NA	0.75703825883286	0.469053587109857	0.924092722303632	0.396891346439774	Chunks = 2	3rd
3475				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'x', 'y')	half	Length = 3	(6, 3, 9)	9	9	3	5	increase	TIMES	0	BUUxy	NA	NA	NA	NA	0	2	2	5				NA	NA	space	1.86237643989	9	1	3.99270898242	2015_Jul_16_1335	360.287380426	KRITL	1	31025	NA	0.621853328072258	0.536948373369169	1.38446994348667	0.250456520723906	Chunks = 2	3rd
3476				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'x', 'y')	half	Length = 3	(6, 3, 9)	9	9	3	5	increase	TIMES	0	BUUxy	NA	NA	NA	NA	0	4	4	5				NA	NA	space	0.935581118509	9	1	3.76361436408	2015_Jul_09_1535	360.822427182	KRITL	1	31017	NA	-0.0665874256333013	1.06885440526382	1.32537976272306	0.265702036197974	Chunks = 2	3rd
3477				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'x', 'y')	half	Length = 3	(6, 3, 9)	9	9	3	5	increase	TIMES	0	BUUxy	NA	NA	NA	NA	0	4	4	5				NA	NA	space	3.93900276505	9	1	3.23874543692	2015_Jul_09_1334	None	KRITL	1	31014	NA	1.37092758595603	0.253871362790807	1.17518604399161	0.308761531116501	Chunks = 2	3rd
3478				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'x', 'y')	half	Length = 3	(6, 3, 9)	9	9	3	5	increase	TIMES	0	BUUxy	NA	NA	NA	NA	0	4	4	5			NA	NA	NA	space	1.40000472222	9	1	5.59966130032	2015_Jul_07_1543	60.0017041557	KRITL	1	31006	NA	0.33647560962981	0.714283304997922	1.72270611382627	0.178582229597146	Chunks = 2	3rd
3479				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'x', 'y')	half	Length = 3	(6, 3, 9)	9	9	3	5	increase	TIMES	0	BUUxy	NA	NA	NA	NA	0	5	5	5				NA	NA	space	6.76795636375	9	1	4.93293649807	2015_Jul_07_1549	287.31282802	KRITL	1	31005	NA	1.91219917484667	0.147755089757393	1.59593444928612	0.202719009334754	Chunks = 2	3rd
3482				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'x', 'y')	half	Length = 3	(6, 3, 9)	9	9	3	5	increase	TIMES	0	BUUxy	NA	NA	NA	NA	0	7	7	5			NA	NA	NA	space	3.83478853983	9	1	3.21152982686	2015_Jul_09_1535	None	KRITL	1	31016	NA	1.34411429375009	0.260770571731272	1.16674740518932	0.311378082693296	Chunks = 2	3rd
3483				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'x', 'y')	half	Length = 3	(6, 3, 9)	9	9	3	5	increase	TIMES	0	BUUxy	NA	NA	NA	NA	0	8	8	5			NA	NA	NA	space	2.86243355501	9	1	2.10726590682	2015_Jul_14_1533	283.057880698	KRITL	1	31021	NA	1.05167215638737	0.349353087427913	0.745391328482458	0.474548559231931	Chunks = 2	3rd
3484				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'x', 'y')	half	Length = 3	(6, 3, 9)	9	9	3	5	increase	TIMES	0	BUUxy	NA	NA	NA	NA	0	9	9	5			NA	NA	NA	space	5.17508716375	9	1	6.99679575468	2015_Jul_14_1534	340.004537469	KRITL	1	31022	NA	1.6438561822463	0.193233460298932	1.94545229492468	0.142922565565977	Chunks = 2	3rd
3485				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'x', 'y')	half	Length = 3	(6, 3, 9)	9	9	3	5	increase	TIMES	0	BUUxy	NA	NA	NA	NA	0	12	12	5			NA	NA	NA	space	1.18335019759	9	1	3.0332163842	2015_Jul_07_1404	60.0082342211	KRITL	1	31004	NA	0.16834956620217	0.845058379198813	1.1096235694521	0.329683040487646	Chunks = 2	3rd
3486				NA	NA		NA	NA	('TIMES', 'HALF', 'INCREASE', 'x', 'y')	half	Length = 3	(6, 3, 9)	9	9	3	5	increase	TIMES	0	BUUxy	NA	NA	NA	NA	0	12	12	5			NA	NA	NA	space	4.11800068663	9	1	4.38702321413	2015_Jul_08_1558	None	KRITL	1	31013	NA	1.41536777534429	0.242836287824507	1.47865091374291	0.227944998508131	Chunks = 2	3rd
